Frame,Time,Rigid BodybugRotationX,Rigid BodybugRotationY,Rigid BodybugRotationZ,Rigid BodybugRotationW,Rigid BodybugPositionX,Rigid BodybugPositionY,Rigid BodybugPositionZ,Rigid BodybugError Per Marker,Rigid Body Markerbug_1PositionX,Rigid Body Markerbug_1PositionY,Rigid Body Markerbug_1PositionZ,Rigid Body Markerbug_1Marker Quality,Rigid Body Markerbug_2PositionX,Rigid Body Markerbug_2PositionY,Rigid Body Markerbug_2PositionZ,Rigid Body Markerbug_2Marker Quality,Rigid Body Markerbug_3PositionX,Rigid Body Markerbug_3PositionY,Rigid Body Markerbug_3PositionZ,Rigid Body Markerbug_3Marker Quality,Markerbug:Marker1PositionX,Markerbug:Marker1PositionY,Markerbug:Marker1PositionZ,Markerbug:Marker2PositionX,Markerbug:Marker2PositionY,Markerbug:Marker2PositionZ,Markerbug:Marker3PositionX,Markerbug:Marker3PositionY,Markerbug:Marker3PositionZ,MarkerUnlabeled:100PositionX,MarkerUnlabeled:100PositionY,MarkerUnlabeled:100PositionZ,MarkerUnlabeled:102PositionX,MarkerUnlabeled:102PositionY,MarkerUnlabeled:102PositionZ
814,6.783333,0.007767,-0.640928,-0.014843,0.767419,0.072738,0.424477,0.147925,0.000105,0.061098,0.447659,0.132136,0.981626,0.090598,0.445754,0.159381,0.985169,0.066517,0.380018,0.152258,0.980958,0.061079,0.447683,0.132105,0.090604,0.445809,0.159426,0.066503,0.379937,0.15225,,,,,,
815,6.791667,0.001893,-0.658758,-0.010719,0.752276,0.073142,0.425034,0.147286,0.000068,0.062304,0.448001,0.130635,0.977801,0.090497,0.446447,0.159252,0.98876,0.066626,0.380653,0.15197,0.982535,0.062288,0.448055,0.130595,0.09051,0.446435,0.159269,0.066637,0.380611,0.152,,,,,,
816,6.8,-0.003191,-0.65126,-0.011934,0.758754,0.073195,0.424714,0.147843,0.000081,0.062218,0.447674,0.131274,0.977801,0.090963,0.44605,0.159333,0.98876,0.066405,0.380417,0.152923,0.982535,0.062198,0.447629,0.131263,0.091013,0.446115,0.159372,0.066358,0.380408,0.152866,,,,,,
817,6.808333,-0.001965,-0.640802,-0.002984,0.767698,0.072526,0.424075,0.147067,0.000174,0.060744,0.446704,0.130595,0.964251,0.09027,0.44579,0.157863,0.961777,0.066563,0.379732,0.152742,0.943231,0.06073,0.44676,0.130559,0.090295,0.445864,0.157887,0.066552,0.379569,0.152735,,,,,,
818,6.816667,-0.002404,-0.63063,0.001223,0.776079,0.072112,0.424236,0.146352,0.000053,0.059766,0.446696,0.130064,0.964251,0.090005,0.446119,0.156548,0.961777,0.066567,0.379894,0.152444,0.943231,0.059766,0.446695,0.130065,0.090013,0.446173,0.156557,0.066546,0.379843,0.152429,,,,,,
819,6.825,-0.005935,-0.637798,0.003204,0.770175,0.072269,0.424633,0.146261,0.000077,0.060258,0.446977,0.129568,0.989165,0.09,0.446574,0.156613,0.975503,0.066549,0.380348,0.152603,0.977414,0.060246,0.446957,0.12956,0.090022,0.446643,0.156644,0.066531,0.380282,0.152572,,,,,,
820,6.833333,-0.008281,-0.633274,0.006486,0.773856,0.071975,0.42431,0.146567,0.000103,0.059725,0.4465,0.129842,0.989165,0.089781,0.446365,0.15654,0.975503,0.066419,0.380065,0.15332,0.977414,0.059696,0.446445,0.129828,0.08971,0.446405,0.156736,0.06637,0.379943,0.15325,,,,,,
821,6.841667,-0.003767,-0.622687,0.012721,0.782359,0.071394,0.424553,0.145924,0.000123,0.058358,0.446537,0.129525,0.976992,0.089131,0.446885,0.155391,0.970559,0.066694,0.380236,0.152857,0.96007,0.058346,0.446565,0.129502,0.089145,0.446956,0.155414,0.066675,0.380124,0.152842,,,,,,
822,6.85,-0.006559,-0.630171,0.014199,0.776299,0.071845,0.42525,0.145275,0.000067,0.059151,0.447146,0.128494,0.976992,0.089418,0.447623,0.154947,0.970559,0.066967,0.38098,0.152383,0.96007,0.05913,0.447113,0.12848,0.089459,0.447671,0.154979,0.06692,0.380963,0.152327,,,,,,
823,6.858333,-0.007585,-0.623984,0.014622,0.781264,0.07206,0.424823,0.14579,0.000067,0.059119,0.446693,0.129163,0.986451,0.089803,0.447203,0.155133,0.978743,0.067257,0.380574,0.153075,0.984427,,,,,,,,,,0.059103,0.44668,0.129152,0.089821,0.447226,0.155154
824,6.866667,-0.009476,-0.621413,0.020377,0.783161,0.071201,0.424186,0.145665,0.000092,0.058012,0.4458,0.1289,0.986451,0.088856,0.446774,0.154665,0.978743,0.066736,0.379983,0.153429,0.984427,0.057993,0.445774,0.128889,0.088899,0.446848,0.154691,0.066716,0.379908,0.153399,,,,,,
825,6.875,-0.005668,-0.600345,0.016825,0.799544,0.071401,0.424475,0.145402,0.000039,0.057382,0.446275,0.129579,0.985841,0.08956,0.446944,0.153667,0.97047,0.067262,0.380205,0.152962,0.974749,0.05739,0.446233,0.129587,0.089574,0.446974,0.15367,0.06722,0.380203,0.15291,,,,,,
826,6.883333,-0.003847,-0.598873,0.011361,0.800754,0.072265,0.424591,0.14572,0.000039,0.05833,0.446631,0.130156,0.991653,0.090603,0.446861,0.154126,0.9935,0.067861,0.38028,0.152877,0.985961,,,,,,,,,,0.058321,0.446637,0.130144,0.09061,0.446864,0.154134
827,6.891667,-0.006771,-0.599909,0.011831,0.799952,0.072283,0.424206,0.146645,0.000116,0.05845,0.446203,0.130929,0.991653,0.09066,0.44647,0.154984,0.9935,0.067739,0.379946,0.154023,0.985961,0.058436,0.446254,0.130899,0.090657,0.446487,0.154999,0.067748,0.37981,0.153976,,,,,,
828,6.9,0.001622,-0.580684,0.010901,0.814054,0.072025,0.424527,0.146161,0.000116,0.057288,0.446627,0.131444,0.973977,0.09061,0.446823,0.153934,0.977825,0.068178,0.38013,0.153106,0.960884,,,,,,,,,,0.057269,0.44663,0.131426,0.090628,0.44683,0.15395
829,6.908333,-0.001613,-0.583893,0.006782,0.811801,0.072923,0.425265,0.145968,0.000116,0.058534,0.44751,0.131127,0.973977,0.091677,0.44737,0.153879,0.977825,0.068559,0.380914,0.152898,0.960884,,,,,,,,,,0.058512,0.4475,0.131109,0.091701,0.447394,0.153904
830,6.916667,-0.004773,-0.582041,0.004125,0.813135,0.073126,0.424977,0.146951,0.000057,0.058849,0.447308,0.132129,0.990345,0.092092,0.446947,0.154731,0.987957,0.068437,0.380677,0.153993,0.978753,0.058851,0.447324,0.132126,0.092093,0.446968,0.154728,0.068431,0.3806,0.153952,,,,,,
831,6.925,-0.000164,-0.570483,0.006791,0.821281,0.072571,0.424143,0.147076,0.000121,0.057668,0.446398,0.132765,0.990345,0.091541,0.446261,0.154415,0.987957,0.068503,0.37977,0.154048,0.978753,0.057651,0.446442,0.132737,0.091556,0.446275,0.154423,0.068509,0.379631,0.15399,,,,,,
832,6.933333,0.00358,-0.550461,0.003889,0.834844,0.072576,0.424255,0.146622,0.000121,0.057019,0.446648,0.133254,0.973338,0.0919,0.446295,0.153237,0.975633,0.06881,0.379822,0.153376,0.960562,,,,,,,,,,0.05703,0.446622,0.13326,0.091907,0.446319,0.153235
833,6.941667,0.002132,-0.554902,0.000402,0.831913,0.073067,0.424407,0.147018,0.000127,0.057819,0.446934,0.133519,0.973338,0.092482,0.446293,0.153871,0.975633,0.0689,0.379993,0.153663,0.960562,0.057814,0.446969,0.133505,0.092492,0.446321,0.15387,0.068893,0.379825,0.153576,,,,,,
834,6.95,0.003529,-0.550285,-0.0015,0.834968,0.073103,0.423992,0.147913,0.000141,0.057743,0.446602,0.134684,0.970648,0.092629,0.445817,0.154647,0.969776,0.068938,0.379556,0.154409,0.954132,0.057724,0.44664,0.134658,0.092652,0.44584,0.154657,0.068935,0.37939,0.154326,,,,,,
835,6.958333,0.006045,-0.529324,-0.002313,0.848395,0.072742,0.424362,0.147768,0.000097,0.056709,0.447012,0.135435,0.970648,0.092546,0.446187,0.153633,0.969776,0.06897,0.379887,0.154235,0.954132,0.056695,0.447032,0.135418,0.092566,0.446209,0.153639,0.068963,0.379775,0.154175,,,,,,
836,6.966667,0.00496,-0.530795,-0.006307,0.847462,0.073443,0.425227,0.147346,0.000078,0.057633,0.448034,0.135013,0.985983,0.093399,0.44688,0.153332,0.982387,0.069296,0.380768,0.153694,0.97298,0.057629,0.448049,0.135005,0.093412,0.446904,0.153332,0.069286,0.38067,0.153638,,,,,,
837,6.975,0.006089,-0.532704,-0.009129,0.84623,0.073906,0.425027,0.148182,0.000066,0.058235,0.447951,0.13589,0.985983,0.093913,0.446578,0.154364,0.982387,0.06957,0.380553,0.154293,0.97298,0.058245,0.44795,0.135897,0.093918,0.446613,0.154357,0.069547,0.380466,0.154231,,,,,,
838,6.983333,0.010455,-0.516325,-0.009329,0.856278,0.073579,0.424068,0.148603,0.000135,0.057344,0.447009,0.1371,0.991046,0.093711,0.445667,0.154183,0.982703,0.069683,0.379528,0.154525,0.976953,0.057326,0.447026,0.137084,0.093742,0.445706,0.154191,0.069662,0.379368,0.154429,,,,,,
839,6.991667,0.012519,-0.492887,-0.01392,0.869892,0.073649,0.424098,0.148383,0.000074,0.056933,0.447214,0.137969,0.974805,0.094165,0.445553,0.153041,0.967799,0.069847,0.379528,0.154138,0.956026,0.056959,0.447191,0.13798,0.094173,0.445599,0.153033,0.069814,0.379427,0.154066,,,,,,
840,7,0.013393,-0.497993,-0.017975,0.866891,0.074358,0.424248,0.148633,0.000137,0.057915,0.447527,0.138151,0.99102,0.094955,0.445544,0.15365,0.977718,0.070205,0.379672,0.154099,0.97542,0.057917,0.447555,0.138144,0.094961,0.445579,0.153644,0.070191,0.379479,0.15399,,,,,,
841,7.008333,0.013494,-0.49433,-0.020872,0.868919,0.074747,0.423929,0.149653,0.000146,0.058326,0.447319,0.139382,0.971771,0.095486,0.445112,0.154562,0.969988,0.070428,0.379357,0.155015,0.948469,0.058318,0.447356,0.139368,0.095501,0.445142,0.15456,0.070421,0.379167,0.154912,,,,,,
842,7.016667,0.018408,-0.469428,-0.021214,0.882524,0.074346,0.424216,0.149355,0.000116,0.057249,0.447606,0.140255,0.971771,0.095219,0.445471,0.15329,0.969988,0.070571,0.379571,0.154519,0.948469,0.057244,0.447624,0.140248,0.095235,0.445506,0.153289,0.070556,0.379421,0.15443,,,,,,
843,7.025,0.014101,-0.472767,-0.021563,0.880811,0.074748,0.425038,0.148838,0.000102,0.057832,0.448443,0.139442,0.980924,0.095695,0.446221,0.15277,0.97971,0.070717,0.380452,0.154302,0.962611,0.057832,0.44847,0.139435,0.095701,0.446244,0.152766,0.070711,0.380312,0.154226,,,,,,
844,7.033333,0.012438,-0.476072,-0.021159,0.879064,0.075178,0.4249,0.149292,0.000106,0.058357,0.448289,0.139692,0.980924,0.096118,0.446074,0.153307,0.97971,0.07106,0.380336,0.154878,0.962611,0.058368,0.448295,0.139695,0.096122,0.446118,0.153298,0.071033,0.380189,0.154786,,,,,,
845,7.041667,0.0148,-0.4598,-0.018555,0.887705,0.07472,0.42406,0.149511,0.000144,0.057381,0.447339,0.140588,0.974173,0.095631,0.445385,0.152804,0.969065,0.071146,0.379454,0.155142,0.948747,0.057376,0.447363,0.140578,0.095648,0.445424,0.152801,0.071128,0.379262,0.155031,,,,,,
846,7.05,0.015644,-0.437656,-0.01776,0.898831,0.074303,0.424063,0.148916,0.000139,0.056469,0.447296,0.140892,0.974173,0.095283,0.445453,0.151199,0.969065,0.071156,0.37944,0.154656,0.948747,0.056523,0.447304,0.140888,0.09522,0.445481,0.151168,0.071155,0.379274,0.154567,,,,,,
847,7.058333,0.012146,-0.448664,-0.012958,0.893524,0.074396,0.424278,0.148418,0.000124,0.056651,0.447331,0.139711,0.976084,0.095209,0.445799,0.150982,0.976287,0.071329,0.379703,0.154561,0.954678,0.056657,0.447368,0.139704,0.095206,0.445824,0.150974,0.07133,0.379529,0.15447,,,,,,
848,7.066667,0.009821,-0.449003,-0.010072,0.89342,0.074491,0.424075,0.148917,0.000166,0.056682,0.447015,0.140042,0.976084,0.095237,0.445677,0.15135,0.976287,0.071556,0.379533,0.155358,0.954678,0.056674,0.447065,0.140026,0.095245,0.445704,0.151346,0.071559,0.379307,0.155242,,,,,,
849,7.075,0.01202,-0.424268,-0.007222,0.905428,0.073791,0.424259,0.148331,0.000117,0.055344,0.447071,0.140489,0.979477,0.094471,0.446019,0.149663,0.975646,0.071559,0.379686,0.154842,0.956767,0.055344,0.447092,0.140482,0.094478,0.446054,0.149656,0.071547,0.379521,0.154751,,,,,,
850,7.083333,0.005931,-0.429489,-0.002696,0.903049,0.07383,0.425048,0.147437,0.000124,0.055412,0.447687,0.139044,0.979477,0.094433,0.446887,0.148681,0.975646,0.071647,0.380571,0.154585,0.956767,0.05541,0.447706,0.139038,0.094443,0.446928,0.148675,0.07163,0.380398,0.15449,,,,,,
851,7.091667,0.002161,-0.435717,0.000753,0.900081,0.074076,0.424931,0.147554,0.00012,0.05571,0.447432,0.138686,0.980905,0.094596,0.446842,0.148868,0.971926,0.07192,0.380519,0.155106,0.957035,0.055724,0.44744,0.138688,0.094597,0.446891,0.148856,0.071892,0.38035,0.15501,,,,,,
852,7.1,0.002875,-0.419035,0.004015,0.907957,0.073617,0.424133,0.147689,0.00016,0.05479,0.446498,0.139471,0.980905,0.094028,0.44618,0.148213,0.971926,0.072034,0.379721,0.155382,0.957035,0.054787,0.446533,0.139461,0.094036,0.446222,0.148205,0.072025,0.379495,0.155265,,,,,,
853,7.108333,0.003216,-0.396604,0.004327,0.917974,0.073279,0.424252,0.147185,0.000143,0.054051,0.446601,0.139905,0.971019,0.093671,0.446317,0.146709,0.967656,0.072115,0.379838,0.15494,0.941464,0.054074,0.446604,0.139902,0.093658,0.446373,0.146692,0.072088,0.379639,0.154832,,,,,,
854,7.116667,0.000636,-0.408183,0.006863,0.912874,0.073534,0.424544,0.146839,0.000123,0.05444,0.446793,0.138926,0.975643,0.093876,0.44666,0.146733,0.965862,0.072285,0.380179,0.154857,0.951174,0.054448,0.446842,0.138915,0.093863,0.446674,0.146725,0.072302,0.38001,0.154778,,,,,,
855,7.125,-0.001931,-0.406852,0.006508,0.913469,0.074018,0.424242,0.147568,0.000174,0.054963,0.446508,0.139612,0.973368,0.09442,0.4463,0.147306,0.978022,0.07267,0.379916,0.155786,0.956372,0.054969,0.446554,0.1396,0.094416,0.44634,0.147295,0.072669,0.379666,0.155662,,,,,,
856,7.133333,0.000521,-0.379806,0.006011,0.925047,0.073565,0.424323,0.147232,0.000141,0.05406,0.446607,0.140513,0.972844,0.093902,0.446402,0.145871,0.971929,0.072734,0.379959,0.155311,0.949304,0.054052,0.44664,0.140501,0.093912,0.446435,0.145865,0.072733,0.379764,0.155213,,,,,,
857,7.141667,-0.004796,-0.382293,0.008102,0.923993,0.073676,0.425106,0.146533,0.000124,0.054212,0.447315,0.139454,0.972844,0.094024,0.447166,0.145032,0.971929,0.072793,0.380838,0.155112,0.949304,0.054217,0.447339,0.139447,0.094025,0.447204,0.145022,0.072783,0.380657,0.155021,,,,,,
858,7.15,-0.006354,-0.388182,0.008267,0.921524,0.074192,0.425059,0.14684,0.000123,0.054838,0.447261,0.139448,0.979912,0.094575,0.447098,0.145535,0.972046,0.073163,0.380816,0.155537,0.955917,0.054851,0.447272,0.139446,0.094575,0.447148,0.145522,0.073138,0.380641,0.155445,,,,,,
859,7.158333,-0.006145,-0.370936,0.008685,0.928597,0.073992,0.424317,0.147246,0.000181,0.054363,0.446507,0.140577,0.979912,0.094299,0.446369,0.145179,0.972046,0.073314,0.380075,0.15598,0.955917,0.054352,0.446539,0.140566,0.094319,0.446421,0.145168,0.0733,0.379828,0.155857,,,,,,
860,7.166667,-0.004041,-0.350356,0.009278,0.936562,0.073518,0.424385,0.146817,0.000118,0.053564,0.44655,0.141094,0.983667,0.093665,0.446491,0.143928,0.971828,0.073324,0.380115,0.155429,0.955863,0.053574,0.446547,0.141094,0.093675,0.446553,0.143913,0.073286,0.37994,0.155338,,,,,,
861,7.175,-0.006007,-0.35926,0.011588,0.933146,0.073561,0.42465,0.146436,0.000147,0.053653,0.446723,0.140218,0.983667,0.093693,0.446804,0.143817,0.971828,0.073337,0.380424,0.155272,0.955863,0.053658,0.446778,0.140203,0.09368,0.446822,0.14381,0.073359,0.380215,0.155174,,,,,,
862,7.183333,-0.008083,-0.359487,0.010847,0.933052,0.074106,0.424348,0.147078,0.000184,0.054265,0.446457,0.140776,0.963548,0.094303,0.446435,0.144396,0.966929,0.07375,0.380152,0.156062,0.931293,0.054261,0.446515,0.140758,0.094301,0.446468,0.144387,0.073764,0.379883,0.155934,,,,,,
863,7.191667,-0.00443,-0.331907,0.00833,0.943265,0.073679,0.424313,0.146921,0.000155,0.053568,0.446523,0.141977,0.963548,0.093749,0.446371,0.143235,0.966929,0.073721,0.380046,0.155552,0.931293,0.05356,0.446558,0.141965,0.093758,0.446409,0.143226,0.073721,0.379827,0.155444,,,,,,
864,7.2,-0.007842,-0.327909,0.008113,0.944642,0.073776,0.425065,0.146338,0.000142,0.053683,0.447298,0.141421,0.974563,0.093873,0.447043,0.142343,0.970833,0.07377,0.380853,0.155249,0.948231,0.053692,0.447323,0.141413,0.093871,0.447089,0.142332,0.073759,0.380648,0.155149,,,,,,
865,7.208333,-0.007846,-0.337131,0.006843,0.9414,0.074436,0.425065,0.146756,0.000133,0.054493,0.447347,0.141468,0.974563,0.094657,0.447003,0.143176,0.970833,0.074159,0.380846,0.155624,0.948231,0.054503,0.447367,0.141463,0.094658,0.447051,0.143164,0.074143,0.380653,0.155529,,,,,,
866,7.216667,-0.005926,-0.31793,0.003571,0.948089,0.07453,0.42428,0.147443,0.000188,0.054509,0.446695,0.143094,0.966078,0.094706,0.446134,0.143166,0.961873,0.074376,0.380012,0.156069,0.930968,0.054507,0.446728,0.143084,0.094717,0.446191,0.143152,0.074362,0.379742,0.155935,,,,,,
867,7.225,-0.000434,-0.292813,-0.000758,0.956169,0.074332,0.424302,0.147519,0.000149,0.054231,0.446867,0.144523,0.966078,0.094372,0.446115,0.142467,0.961873,0.074393,0.379925,0.155568,0.930968,0.054234,0.446867,0.144521,0.09439,0.446184,0.14245,0.074354,0.379715,0.155463,,,,,,
868,7.233333,0.001396,-0.303882,-0.001838,0.952707,0.074653,0.424481,0.147595,0.000162,0.054648,0.447078,0.144227,0.976883,0.094826,0.446293,0.1431,0.965451,0.074485,0.380071,0.15546,0.945761,0.054648,0.447131,0.144214,0.094819,0.446318,0.143094,0.074502,0.379835,0.155338,,,,,,
869,7.241667,0.001761,-0.298366,-0.008526,0.954412,0.075738,0.424164,0.148591,0.000205,0.05598,0.447025,0.145561,0.966519,0.09613,0.445744,0.143964,0.971906,0.075105,0.379722,0.156247,0.940109,0.055972,0.447085,0.145545,0.096133,0.445778,0.143956,0.075119,0.379427,0.156094,,,,,,
870,7.25,0.007224,-0.269782,-0.012594,0.962812,0.075494,0.424197,0.148789,0.000166,0.055698,0.447173,0.147242,0.958199,0.095674,0.445758,0.143242,0.963548,0.07511,0.379659,0.155883,0.924646,0.055679,0.44723,0.14723,0.095682,0.445775,0.143238,0.075136,0.379432,0.155759,,,,,,
871,7.258333,0.006172,-0.26536,-0.013485,0.964035,0.075619,0.424978,0.148403,0.000136,0.055859,0.447995,0.147005,0.975809,0.095794,0.446487,0.142639,0.973089,0.075203,0.380451,0.155566,0.949317,0.055863,0.448016,0.146998,0.0958,0.446531,0.142629,0.075191,0.380255,0.155464,,,,,,
872,7.266667,0.007095,-0.271562,-0.016962,0.962245,0.076411,0.424916,0.148842,0.000131,0.056817,0.448063,0.14727,0.975809,0.096795,0.446316,0.143414,0.973089,0.075622,0.380369,0.155842,0.949317,0.056836,0.448087,0.147261,0.096784,0.446353,0.143408,0.075616,0.38019,0.155747,,,,,,
873,7.275,0.009963,-0.253678,-0.018653,0.967058,0.076497,0.424071,0.149544,0.000175,0.056891,0.447251,0.148858,0.966215,0.096696,0.445485,0.143515,0.965986,0.075904,0.379477,0.156258,0.936532,0.056886,0.447285,0.14885,0.096709,0.44553,0.143504,0.075898,0.379233,0.156127,,,,,,
874,7.283333,0.014438,-0.229372,-0.018944,0.973047,0.07595,0.424097,0.149433,0.000132,0.056284,0.44723,0.149949,0.966215,0.095777,0.445621,0.142611,0.965986,0.07579,0.379439,0.155738,0.936532,0.056274,0.447235,0.149949,0.095803,0.445673,0.142595,0.075764,0.379273,0.155653,,,,,,
875,7.291667,0.014134,-0.240422,-0.015803,0.970437,0.075803,0.424288,0.149173,0.000147,0.056002,0.447313,0.149185,0.968886,0.095661,0.445907,0.142752,0.975007,0.075746,0.379645,0.155582,0.945539,0.056003,0.447359,0.149174,0.095656,0.445928,0.142749,0.075762,0.379432,0.155462,,,,,,
876,7.3,0.011728,-0.238299,-0.017044,0.970972,0.076549,0.424117,0.149642,0.000174,0.056829,0.44721,0.14965,0.968886,0.096453,0.44564,0.143045,0.975007,0.076365,0.379501,0.156231,0.945539,0.056819,0.447267,0.149639,0.096455,0.445662,0.143041,0.076388,0.379252,0.156091,,,,,,
877,7.308333,0.015223,-0.212125,-0.01675,0.97698,0.075921,0.424207,0.149552,0.000154,0.056164,0.447235,0.150788,0.966006,0.095382,0.445842,0.14206,0.974736,0.076218,0.379543,0.155807,0.94387,0.056154,0.447288,0.15078,0.095384,0.445858,0.142057,0.076243,0.379326,0.15568,,,,,,
878,7.316667,0.011362,-0.206755,-0.013743,0.97823,0.075684,0.425053,0.148868,0.000116,0.055838,0.448004,0.150124,0.966006,0.094963,0.446708,0.140974,0.974736,0.07625,0.380447,0.155506,0.94387,0.055848,0.448011,0.150117,0.094967,0.446757,0.140964,0.07623,0.380283,0.155425,,,,,,
879,7.325,0.010052,-0.216177,-0.013204,0.976213,0.076167,0.425079,0.148953,0.00012,0.056296,0.448029,0.149757,0.977927,0.09559,0.446716,0.141366,0.975851,0.076616,0.380493,0.155734,0.95608,0.056305,0.448045,0.14975,0.09559,0.446755,0.141359,0.076607,0.380322,0.155645,,,,,,
880,7.333333,0.010599,-0.1983,-0.012352,0.980006,0.076157,0.424121,0.149439,0.000169,0.056275,0.447022,0.150994,0.977927,0.095239,0.445812,0.141173,0.975851,0.076957,0.379529,0.156149,0.95608,0.056261,0.447064,0.150989,0.095255,0.445844,0.141162,0.076966,0.379301,0.156023,,,,,,
881,7.341667,0.013684,-0.172879,-0.012164,0.984773,0.075639,0.424083,0.149334,0.000119,0.055816,0.446926,0.152064,0.980282,0.094224,0.445872,0.140237,0.973954,0.076877,0.379451,0.155702,0.956883,0.055819,0.446929,0.152061,0.094236,0.445924,0.140223,0.076855,0.379288,0.155623,,,,,,
882,7.35,0.012724,-0.185287,-0.008586,0.982565,0.075516,0.424323,0.149085,0.000126,0.055487,0.447048,0.151235,0.980282,0.094187,0.4462,0.140385,0.973954,0.076872,0.379721,0.155636,0.956883,0.055479,0.447092,0.151227,0.094189,0.446212,0.140383,0.076895,0.379542,0.155531,,,,,,
883,7.358333,0.008735,-0.181586,-0.010335,0.983282,0.076449,0.424107,0.149453,0.000168,0.056546,0.446944,0.151593,0.972004,0.095158,0.445831,0.140455,0.979861,0.077643,0.379547,0.156312,0.953992,0.056524,0.447004,0.151587,0.095168,0.445841,0.140449,0.077677,0.37932,0.156177,,,,,,
884,7.366667,0.010493,-0.154837,-0.009861,0.987835,0.075912,0.424181,0.149368,0.000145,0.056109,0.446965,0.15267,0.960662,0.094062,0.44598,0.139451,0.972426,0.077567,0.379599,0.155982,0.941108,0.056095,0.447015,0.152664,0.094066,0.445991,0.139449,0.077595,0.379395,0.155859,,,,,,
885,7.375,0.005615,-0.149481,-0.005974,0.988731,0.075571,0.424951,0.14865,0.000109,0.05566,0.447645,0.151923,0.966742,0.093473,0.446754,0.138303,0.976731,0.07758,0.380453,0.155723,0.947617,0.055666,0.447642,0.151919,0.093483,0.446809,0.138286,0.077556,0.380301,0.155658,,,,,,
886,7.383333,0.002989,-0.159363,-0.005273,0.987201,0.076033,0.425027,0.148544,0.000095,0.05605,0.447728,0.151293,0.983076,0.094129,0.446782,0.138436,0.97987,0.077919,0.38057,0.155901,0.966059,0.056061,0.447735,0.151285,0.094127,0.44682,0.13843,0.077908,0.380437,0.155838,,,,,,
887,7.391667,0.000747,-0.140871,-0.003506,0.990022,0.076062,0.424276,0.148819,0.000139,0.056128,0.446934,0.152206,0.983076,0.093702,0.446033,0.137938,0.97987,0.078355,0.379861,0.156311,0.966059,0.056109,0.446969,0.152207,0.09372,0.446057,0.137925,0.078369,0.379681,0.156213,,,,,,
888,7.4,0.001199,-0.11726,-0.001216,0.9931,0.075288,0.424267,0.148524,0.000099,0.055432,0.446829,0.152869,0.984395,0.092287,0.44611,0.136828,0.975987,0.078144,0.379861,0.155876,0.965709,0.055432,0.446822,0.152869,0.092303,0.446164,0.136807,0.07812,0.379734,0.155829,,,,,,
889,7.408333,-0.002097,-0.129245,0.005171,0.991597,0.074791,0.424475,0.147979,0.000129,0.054571,0.446832,0.151658,0.984395,0.09181,0.446427,0.136517,0.975987,0.077991,0.380166,0.155762,0.965709,0.054544,0.446882,0.151658,0.091823,0.446424,0.136512,0.07803,0.379995,0.155655,,,,,,
890,7.416667,-0.009545,-0.125207,0.005972,0.992067,0.075489,0.424415,0.147844,0.000138,0.055306,0.446833,0.15135,0.967426,0.092422,0.446186,0.135917,0.979809,0.078739,0.380227,0.156266,0.949082,0.055293,0.446889,0.15134,0.09242,0.446192,0.135918,0.078776,0.380024,0.156145,,,,,,
891,7.425,-0.009173,-0.100212,0.006919,0.9949,0.074863,0.424422,0.147709,0.000153,0.05485,0.44681,0.152233,0.967426,0.091143,0.44622,0.134952,0.979809,0.078597,0.380237,0.155944,0.949082,0.054826,0.446853,0.152234,0.09116,0.446239,0.134938,0.078621,0.380036,0.155832,,,,,,
892,7.433333,-0.01424,-0.094189,0.010384,0.995398,0.074475,0.425338,0.146934,0.0001,0.054388,0.447659,0.151457,0.985068,0.090473,0.447088,0.133745,0.975314,0.078565,0.381267,0.1556,0.964609,0.054391,0.44765,0.151457,0.090484,0.447148,0.133721,0.07854,0.381136,0.155561,,,,,,
893,7.441667,-0.016915,-0.103938,0.010402,0.994386,0.074853,0.425504,0.146695,0.000075,0.054686,0.44785,0.150707,0.985068,0.091112,0.447184,0.133712,0.975314,0.078763,0.381478,0.155667,0.964609,0.054697,0.447846,0.150701,0.091112,0.447226,0.1337,0.078747,0.381373,0.155632,,,,,,
894,7.45,-0.018729,-0.084176,0.009597,0.996229,0.075133,0.424577,0.147052,0.000105,0.055199,0.446994,0.151774,0.979392,0.090921,0.446164,0.133351,0.979598,0.07928,0.380574,0.156031,0.962277,0.055195,0.447012,0.15177,0.090928,0.446196,0.133339,0.079282,0.380428,0.155965,,,,,,
895,7.458333,-0.015254,-0.06078,0.007311,0.998008,0.074761,0.424423,0.14723,0.000067,0.055183,0.446899,0.153034,0.979392,0.089998,0.44603,0.132951,0.979598,0.079103,0.380338,0.155705,0.962277,0.055178,0.446893,0.15304,0.090015,0.446067,0.132929,0.079088,0.380264,0.155685,,,,,,
896,7.466667,-0.013462,-0.072155,0.008726,0.997265,0.074732,0.42458,0.147212,0.000122,0.05495,0.44697,0.152649,0.96616,0.090215,0.44629,0.13336,0.976625,0.079031,0.380481,0.155629,0.965723,0.054905,0.447007,0.152668,0.090251,0.446283,0.133338,0.079064,0.380351,0.155542,,,,,,
897,7.475,-0.017157,-0.063677,0.003369,0.997817,0.076003,0.424391,0.147504,0.00011,0.056572,0.447043,0.153118,0.96616,0.091497,0.445829,0.133246,0.976625,0.079941,0.380302,0.156149,0.965723,0.056563,0.44708,0.153113,0.0915,0.445841,0.133243,0.079963,0.380142,0.156057,,,,,,
