Frame,Time,Rigid BodybugRotationX,Rigid BodybugRotationY,Rigid BodybugRotationZ,Rigid BodybugRotationW,Rigid BodybugPositionX,Rigid BodybugPositionY,Rigid BodybugPositionZ,Rigid BodybugError Per Marker,Rigid Body Markerbug_1PositionX,Rigid Body Markerbug_1PositionY,Rigid Body Markerbug_1PositionZ,Rigid Body Markerbug_1Marker Quality,Rigid Body Markerbug_2PositionX,Rigid Body Markerbug_2PositionY,Rigid Body Markerbug_2PositionZ,Rigid Body Markerbug_2Marker Quality,Rigid Body Markerbug_3PositionX,Rigid Body Markerbug_3PositionY,Rigid Body Markerbug_3PositionZ,Rigid Body Markerbug_3Marker Quality,Markerbug:Marker1PositionX,Markerbug:Marker1PositionY,Markerbug:Marker1PositionZ,Markerbug:Marker2PositionX,Markerbug:Marker2PositionY,Markerbug:Marker2PositionZ,Markerbug:Marker3PositionX,Markerbug:Marker3PositionY,Markerbug:Marker3PositionZ,MarkerUnlabeled:100PositionX,MarkerUnlabeled:100PositionY,MarkerUnlabeled:100PositionZ,MarkerUnlabeled:102PositionX,MarkerUnlabeled:102PositionY,MarkerUnlabeled:102PositionZ
795,6.625,0.010422,-0.798017,0.017508,0.60229,0.069216,0.424357,0.144474,0.000067,0.064943,0.446431,0.124062,0.975137,0.079399,0.446872,0.161572,0.998635,0.063305,0.379768,0.147789,0.97615,,,,,,,,,,0.064944,0.446459,0.124064,0.079406,0.446861,0.161561
796,6.633333,0.009112,-0.784031,0.021818,0.620272,0.068869,0.424599,0.144079,0.000153,0.063609,0.446469,0.123678,0.987155,0.079751,0.447298,0.160487,0.948912,0.063248,0.380028,0.148071,0.94889,0.063618,0.446583,0.123657,0.079725,0.447178,0.16043,0.06331,0.380198,0.148351,,,,,,
797,6.641667,0.008857,-0.795154,0.02478,0.605837,0.069285,0.42492,0.143518,0.000105,0.064694,0.446686,0.122846,0.987155,0.079479,0.447729,0.160215,0.948912,0.063683,0.380345,0.147493,0.94889,0.064704,0.446767,0.122852,0.079484,0.447763,0.160187,0.063706,0.380256,0.147576,,,,,,
798,6.65,0.005264,-0.790509,0.024552,0.611936,0.068964,0.424697,0.144045,0.000099,0.064194,0.446403,0.12335,0.976423,0.07955,0.447513,0.160486,0.982274,0.063148,0.380176,0.1483,0.966946,0.064191,0.446512,0.123293,0.079535,0.447439,0.160475,0.063177,0.380182,0.148413,,,,,,
799,6.658333,0.005641,-0.781496,0.026382,0.623326,0.068384,0.42416,0.144043,0.00016,0.062963,0.445792,0.12343,0.976423,0.079388,0.44705,0.160102,0.982274,0.062801,0.379638,0.148596,0.966946,0.062948,0.44591,0.123338,0.079372,0.446945,0.160117,0.062857,0.379759,0.148838,,,,,,
800,6.666667,0.005871,-0.772664,0.029583,0.634099,0.068412,0.424459,0.143417,0.00013,0.062334,0.445959,0.122851,0.988251,0.079767,0.447477,0.159043,0.951371,0.063134,0.379941,0.148358,0.962699,0.062315,0.446024,0.122777,0.079762,0.447388,0.159072,0.063183,0.380119,0.148576,,,,,,
801,6.675,0.004777,-0.776688,0.027594,0.629263,0.068778,0.424606,0.143002,0.000159,0.063045,0.446171,0.122404,0.988251,0.080026,0.447548,0.158817,0.951371,0.063262,0.3801,0.147787,0.962699,0.063037,0.446271,0.122342,0.080039,0.447583,0.158839,0.063282,0.379982,0.147869,,,,,,
802,6.683333,0.000384,-0.774763,0.023375,0.63182,0.068735,0.424679,0.144086,0.000142,0.06314,0.446331,0.123542,0.976917,0.080362,0.447466,0.15985,0.961061,0.062703,0.380239,0.148867,0.955679,0.063127,0.446441,0.123462,0.080344,0.447369,0.159857,0.062757,0.380342,0.149085,,,,,,
803,6.691667,0.000595,-0.76631,0.018589,0.642202,0.068989,0.424267,0.143801,0.000224,0.062982,0.446104,0.123571,0.976917,0.081176,0.446866,0.159412,0.961061,0.062808,0.379831,0.148422,0.955679,0.06297,0.446199,0.123498,0.081204,0.446941,0.159452,0.062817,0.379649,0.148483,,,,,,
804,6.7,-0.000726,-0.755644,0.013555,0.654841,0.069396,0.42483,0.144127,0.000141,0.062923,0.446835,0.124226,0.986912,0.082296,0.44723,0.159449,0.949832,0.062969,0.380425,0.148707,0.957671,0.062905,0.446896,0.124158,0.082287,0.447139,0.159473,0.063025,0.380617,0.148931,,,,,,
805,6.708333,-0.003663,-0.760112,0.003442,0.649773,0.070826,0.425056,0.144445,0.000151,0.065012,0.447397,0.124717,0.986912,0.083904,0.447048,0.160201,0.949832,0.063563,0.380721,0.148419,0.957671,0.064999,0.447468,0.124655,0.083927,0.447091,0.160237,0.063569,0.380614,0.148475,,,,,,
806,6.716667,-0.006461,-0.752059,-0.004982,0.659045,0.071307,0.424589,0.145625,0.000162,0.065358,0.447201,0.126247,0.954221,0.085103,0.446232,0.161252,0.968803,0.063459,0.380335,0.149377,0.955399,0.06534,0.447292,0.126165,0.085125,0.446253,0.161294,0.063473,0.380226,0.149445,,,,,,
807,6.725,-0.006597,-0.745338,-0.00625,0.666625,0.071412,0.4244,0.145567,0.000173,0.065116,0.447059,0.126355,0.954221,0.085563,0.445987,0.160951,0.968803,0.063558,0.380153,0.149394,0.955399,0.065091,0.447159,0.126265,0.085586,0.445999,0.160996,0.063571,0.380035,0.149457,,,,,,
808,6.733333,-0.001573,-0.727783,-0.011328,0.685712,0.071503,0.424665,0.145612,0.000156,0.064213,0.447598,0.127088,0.95826,0.086423,0.446039,0.160561,0.960384,0.063872,0.380358,0.149187,0.964479,0.064183,0.447644,0.127,0.086472,0.446079,0.16064,0.063866,0.380283,0.149212,,,,,,
809,6.741667,-0.001545,-0.739077,-0.014852,0.673455,0.0718,0.424921,0.146532,0.000102,0.065246,0.447979,0.127889,0.95826,0.086319,0.446146,0.162076,0.960384,0.063835,0.380637,0.149631,0.964479,0.065232,0.448055,0.127825,0.086313,0.446081,0.162092,0.063877,0.380687,0.149759,,,,,,
810,6.75,0.003013,-0.722301,-0.023283,0.691181,0.071686,0.42434,0.14758,0.000122,0.06434,0.447777,0.12972,0.968485,0.087041,0.445209,0.1628,0.977096,0.063677,0.380034,0.150219,0.962723,0.064335,0.447854,0.129678,0.087058,0.445235,0.162821,0.063676,0.379942,0.150249,,,,,,
811,6.758333,0.009726,-0.709211,-0.022984,0.704554,0.071356,0.424417,0.147418,0.000096,0.063103,0.447935,0.130068,0.974177,0.087043,0.445313,0.162258,0.979975,0.063923,0.380004,0.149928,0.973886,0.06309,0.447991,0.130028,0.087065,0.445334,0.162287,0.063921,0.379946,0.149954,,,,,,
812,6.766667,0.005314,-0.719672,-0.022624,0.693925,0.071929,0.425172,0.147131,0.000083,0.064347,0.448617,0.129382,0.974177,0.087306,0.446072,0.162285,0.979975,0.064134,0.380826,0.149725,0.973886,0.064341,0.448681,0.129347,0.087316,0.446083,0.1623,0.064135,0.380769,0.149758,,,,,,
813,6.775,0.008606,-0.71184,-0.028656,0.701704,0.072072,0.424875,0.148194,0.000078,0.064181,0.448583,0.130934,0.979862,0.087848,0.445522,0.163286,0.984419,0.064188,0.380522,0.150361,0.976885,0.064176,0.448633,0.130907,0.087863,0.445543,0.163304,0.064183,0.38047,0.150378,,,,,,
814,6.783333,0.011637,-0.699357,-0.026478,0.714187,0.071726,0.424191,0.148192,0.000113,0.063038,0.447858,0.131262,0.979862,0.08785,0.444946,0.162759,0.984419,0.064289,0.379771,0.150555,0.976885,0.063018,0.447922,0.131205,0.087875,0.444955,0.162797,0.064292,0.379702,0.150583,,,,,,
815,6.791667,0.014989,-0.688825,-0.023115,0.724404,0.071468,0.42446,0.1477,0.000133,0.062049,0.44804,0.131043,0.956213,0.087795,0.445375,0.161804,0.970655,0.064559,0.379964,0.150254,0.973082,0.062008,0.44814,0.130938,0.087826,0.445309,0.161865,0.064596,0.379947,0.15033,,,,,,
816,6.8,0.015197,-0.692606,-0.021643,0.720832,0.071482,0.424709,0.147639,0.000119,0.062188,0.448239,0.130842,0.956213,0.087616,0.445684,0.161875,0.970655,0.064642,0.380203,0.1502,0.973082,0.062157,0.448346,0.130754,0.087633,0.445625,0.161915,0.064678,0.380172,0.150278,,,,,,
817,6.808333,0.014091,-0.688247,-0.025729,0.724883,0.071412,0.424378,0.148644,0.000098,0.062084,0.448043,0.132057,0.964205,0.087866,0.445178,0.162769,0.987547,0.064286,0.379911,0.151105,0.974949,0.062064,0.448145,0.131992,0.087875,0.445137,0.162788,0.064316,0.379848,0.151164,,,,,,
818,6.816667,0.015315,-0.684702,-0.020867,0.728363,0.071075,0.424031,0.148405,0.000104,0.061374,0.44753,0.131797,0.964205,0.087477,0.445047,0.16227,0.987547,0.064376,0.379515,0.151149,0.974949,0.061347,0.447603,0.131732,0.087485,0.444974,0.162294,0.064425,0.379561,0.151257,,,,,,
819,6.825,0.018885,-0.677552,-0.019044,0.734986,0.070898,0.424441,0.148062,0.000075,0.06069,0.447906,0.131711,0.976681,0.087395,0.445551,0.161669,0.986422,0.06461,0.379865,0.150807,0.980932,0.060671,0.447977,0.131663,0.087403,0.445509,0.161683,0.064635,0.379849,0.150866,,,,,,
820,6.833333,0.012829,-0.683481,-0.017223,0.729653,0.071484,0.424851,0.147716,0.000073,0.061676,0.448187,0.13094,0.976681,0.087892,0.446018,0.161341,0.986422,0.064883,0.380347,0.150866,0.980932,0.061658,0.44825,0.130893,0.087909,0.445995,0.161359,0.064899,0.380304,0.150904,,,,,,
821,6.841667,0.013092,-0.679552,-0.014199,0.733374,0.07146,0.424892,0.147694,0.000068,0.061356,0.448116,0.130939,0.979256,0.087907,0.446191,0.161064,0.985581,0.065117,0.380367,0.151079,0.983916,0.061338,0.448157,0.1309,0.087927,0.446194,0.16109,0.065119,0.380335,0.151105,,,,,,
822,6.85,0.014388,-0.677066,-0.010437,0.735708,0.071157,0.424675,0.147862,0.000135,0.060769,0.44777,0.131102,0.979256,0.087534,0.446139,0.161054,0.985581,0.065168,0.380116,0.151431,0.983916,0.060738,0.447822,0.131039,0.087573,0.446161,0.161102,0.065166,0.38003,0.151443,,,,,,
823,6.858333,0.013553,-0.668275,-0.004494,0.743777,0.070849,0.424311,0.147609,0.000073,0.05988,0.447164,0.130887,0.981552,0.087358,0.446027,0.160209,0.981996,0.065309,0.379742,0.15173,0.981682,0.059855,0.447214,0.130836,0.087357,0.445973,0.160232,0.065339,0.379749,0.151782,,,,,,
824,6.866667,0.012402,-0.669894,0.002456,0.742349,0.070404,0.424084,0.147222,0.000135,0.059312,0.446655,0.130201,0.981552,0.086666,0.446081,0.159656,0.981996,0.065234,0.379515,0.151808,0.981682,0.059286,0.446705,0.130148,0.086701,0.446114,0.159693,0.065234,0.379418,0.151816,,,,,,
825,6.875,0.012892,-0.662048,0.008345,0.749304,0.069943,0.423946,0.146821,0.000158,0.058282,0.446283,0.129872,0.964597,0.086247,0.446188,0.158754,0.961387,0.065299,0.379366,0.151839,0.955361,0.058252,0.446323,0.129821,0.08629,0.446249,0.158794,0.06529,0.379247,0.151831,,,,,,
826,6.883333,0.013621,-0.666756,0.017289,0.744951,0.069388,0.424173,0.146329,0.000143,0.057634,0.446162,0.128993,0.963397,0.085216,0.446772,0.158233,0.968718,0.065315,0.379586,0.15176,0.96033,0.057604,0.44622,0.128935,0.085251,0.446802,0.15827,0.065322,0.379483,0.151777,,,,,,
827,6.891667,0.013435,-0.664283,0.021944,0.747038,0.069152,0.424512,0.14594,0.000121,0.057142,0.446306,0.128534,0.963397,0.084903,0.447294,0.157594,0.968718,0.065412,0.379936,0.151691,0.96033,0.057117,0.446355,0.128485,0.084932,0.44732,0.157624,0.065417,0.379849,0.15171,,,,,,
828,6.9,0.012671,-0.659406,0.025217,0.751257,0.068989,0.424611,0.145584,0.000106,0.056674,0.446257,0.128207,0.971904,0.084799,0.44752,0.156904,0.981618,0.065495,0.380055,0.151641,0.967183,0.056659,0.446323,0.128168,0.084805,0.447533,0.156922,0.065511,0.379968,0.151673,,,,,,
829,6.908333,0.012574,-0.659156,0.029699,0.751314,0.068802,0.424472,0.145357,0.000134,0.056339,0.445931,0.127854,0.971904,0.084464,0.447554,0.156533,0.981618,0.065605,0.379932,0.151686,0.967183,0.056312,0.44598,0.127806,0.084495,0.447593,0.156562,0.065607,0.379832,0.151699,,,,,,
830,6.916667,0.012072,-0.651835,0.030093,0.757667,0.068824,0.424386,0.145344,0.000161,0.05603,0.445816,0.128044,0.966055,0.084705,0.447484,0.156171,0.959736,0.065739,0.379859,0.151816,0.953826,0.056001,0.445847,0.127999,0.084751,0.447557,0.156207,0.065725,0.379733,0.151803,,,,,,
831,6.925,0.011124,-0.647373,0.029324,0.761528,0.069034,0.424325,0.145374,0.00017,0.05609,0.445773,0.128209,0.966055,0.085098,0.447391,0.155995,0.959736,0.065912,0.379811,0.151918,0.953826,0.056059,0.445785,0.128166,0.085155,0.447486,0.156039,0.065883,0.379679,0.151885,,,,,,
832,6.933333,0.010467,-0.642546,0.026391,0.765721,0.069387,0.424334,0.145533,0.000151,0.056342,0.445895,0.128587,0.971787,0.085712,0.447287,0.156002,0.956189,0.066105,0.379822,0.152011,0.958457,0.056313,0.445896,0.12855,0.085771,0.447376,0.156045,0.066065,0.379707,0.151963,,,,,,
833,6.941667,0.009409,-0.634171,0.022163,0.772818,0.069899,0.424471,0.145763,0.00008,0.05666,0.446191,0.129175,0.971787,0.086636,0.447257,0.155943,0.956189,0.066402,0.379965,0.152172,0.958457,0.056634,0.446178,0.129147,0.086681,0.447309,0.15598,0.066364,0.379922,0.152127,,,,,,
834,6.95,0.005555,-0.627134,0.017336,0.778699,0.070285,0.424546,0.146137,0.000071,0.057018,0.446428,0.129785,0.985013,0.087487,0.447123,0.156001,0.978681,0.066351,0.380088,0.152625,0.983256,0.056997,0.446387,0.129773,0.08753,0.447181,0.156033,0.066312,0.380079,0.152582,,,,,,
835,6.958333,0.003894,-0.618528,0.01225,0.785658,0.070781,0.424619,0.146442,0.000073,0.057379,0.44669,0.13046,0.985013,0.088426,0.446986,0.155997,0.978681,0.066538,0.38018,0.152868,0.983256,0.057352,0.446644,0.130445,0.088465,0.447033,0.156037,0.066487,0.380219,0.152823,,,,,,
836,6.966667,0.0027,-0.610463,0.007572,0.792004,0.071187,0.42465,0.14672,0.000055,0.057658,0.4469,0.131097,0.981614,0.089224,0.446823,0.155991,0.991135,0.066679,0.380227,0.153074,0.985903,0.05764,0.44686,0.13109,0.089242,0.446864,0.156024,0.066633,0.380274,0.153036,,,,,,
837,6.975,0.008828,-0.603324,0.004311,0.797436,0.071705,0.424618,0.146811,0.000055,0.057848,0.447045,0.131737,0.981614,0.089859,0.446707,0.156055,0.991135,0.067408,0.380102,0.152641,0.985903,,,,,,,,,,0.057831,0.447044,0.131719,0.089869,0.446721,0.156077
838,6.983333,0.008844,-0.596786,0.000971,0.802351,0.071928,0.42455,0.147093,0.000055,0.057944,0.447108,0.132336,0.981614,0.090347,0.446507,0.156123,0.991135,0.067493,0.380035,0.152821,0.985903,,,,,,,,,,0.057929,0.447109,0.13232,0.09036,0.446519,0.156139
839,6.991667,0.009694,-0.590392,-0.002014,0.807056,0.072109,0.424403,0.147358,0.000055,0.057975,0.447083,0.132934,0.981614,0.090751,0.446249,0.156198,0.991135,0.0676,0.379877,0.152942,0.985903,,,,,,,,,,0.057958,0.447083,0.132916,0.090769,0.446258,0.156214
840,7,0.009941,-0.583895,-0.004881,0.811754,0.072267,0.42424,0.147635,0.000055,0.057999,0.447033,0.133524,0.981614,0.091141,0.445976,0.156254,0.991135,0.067661,0.379713,0.153127,0.985903,,,,,,,,,,0.057976,0.447031,0.133503,0.091166,0.445985,0.156275
841,7.008333,0.006951,-0.576397,-0.007515,0.817106,0.072384,0.424251,0.148063,0.000099,0.05803,0.447126,0.134176,0.976691,0.091578,0.445857,0.156291,0.979965,0.067545,0.379769,0.153723,0.969116,0.058012,0.447164,0.134149,0.091593,0.445862,0.156302,0.067552,0.379662,0.153679,,,,,,
842,7.016667,0.008589,-0.56944,-0.011122,0.821913,0.072678,0.424426,0.148327,0.000121,0.05818,0.447451,0.134842,0.976691,0.092092,0.445903,0.156376,0.979965,0.067762,0.379925,0.153764,0.969116,0.058161,0.44748,0.134817,0.092117,0.445923,0.15639,0.067755,0.379791,0.153692,,,,,,
843,7.025,0.010151,-0.561487,-0.015568,0.827277,0.073038,0.424623,0.148597,0.000108,0.058408,0.447827,0.13557,0.977508,0.092718,0.445935,0.156435,0.975771,0.067989,0.380107,0.153786,0.965976,0.058391,0.447852,0.135548,0.09274,0.445954,0.156446,0.067983,0.379987,0.153721,,,,,,
844,7.033333,0.010869,-0.553865,-0.020121,0.832292,0.073448,0.424683,0.148909,0.000109,0.058732,0.448064,0.136301,0.977508,0.093405,0.445818,0.156521,0.975771,0.068207,0.380167,0.153906,0.965976,0.05872,0.448091,0.136283,0.093424,0.445839,0.156528,0.068199,0.380039,0.153835,,,,,,
845,7.041667,0.011425,-0.545372,-0.024915,0.837746,0.073897,0.42454,0.149227,0.000123,0.059094,0.448104,0.137069,0.977899,0.094153,0.445487,0.156567,0.969126,0.068446,0.38003,0.154044,0.960873,0.059077,0.448111,0.137053,0.094186,0.445526,0.15658,0.068418,0.379891,0.153951,,,,,,
846,7.05,0.011971,-0.537499,-0.029443,0.842666,0.074354,0.424269,0.149557,0.000127,0.059484,0.448003,0.137821,0.977899,0.094881,0.445037,0.156645,0.969126,0.068699,0.379766,0.154205,0.960873,0.059467,0.448021,0.137803,0.094911,0.445068,0.156656,0.068679,0.379619,0.154114,,,,,,
847,7.058333,0.012099,-0.529902,-0.03309,0.847327,0.074786,0.424147,0.149821,0.000143,0.05984,0.448016,0.138458,0.973496,0.095552,0.44477,0.156632,0.964891,0.068965,0.379656,0.154372,0.954625,0.05982,0.448028,0.138439,0.09559,0.44481,0.156646,0.068936,0.379494,0.154267,,,,,,
848,7.066667,0.012094,-0.522902,-0.035645,0.851561,0.075128,0.424244,0.150003,0.000121,0.060091,0.448205,0.138959,0.973496,0.096083,0.444765,0.156535,0.964891,0.069209,0.379761,0.154515,0.954625,0.060078,0.448219,0.138945,0.096112,0.4448,0.156543,0.069184,0.37962,0.154425,,,,,,
849,7.075,0.012024,-0.516719,-0.036424,0.855295,0.075323,0.424473,0.150095,0.000124,0.060153,0.44846,0.139294,0.977384,0.096391,0.444967,0.156344,0.969935,0.069426,0.379991,0.154645,0.959567,0.060137,0.448471,0.13928,0.096422,0.445004,0.156352,0.0694,0.379847,0.154552,,,,,,
850,7.083333,0.011963,-0.51159,-0.03573,0.858403,0.075396,0.424611,0.150125,0.000136,0.060062,0.44857,0.139495,0.977384,0.096507,0.445139,0.156112,0.969935,0.069619,0.380123,0.154769,0.959567,0.060045,0.448583,0.13948,0.096541,0.445178,0.15612,0.069591,0.379964,0.154667,,,,,,
851,7.091667,0.01177,-0.507196,-0.033894,0.861084,0.075356,0.424545,0.150105,0.000148,0.059835,0.448433,0.139586,0.973189,0.09646,0.445154,0.155835,0.966051,0.069772,0.380048,0.154894,0.949945,0.059823,0.448453,0.139573,0.096488,0.445194,0.15584,0.069745,0.379865,0.154781,,,,,,
852,7.1,0.011793,-0.503176,-0.030556,0.863563,0.075169,0.424374,0.150025,0.000135,0.059406,0.448135,0.139578,0.973189,0.096201,0.445127,0.155493,0.966051,0.0699,0.379859,0.155004,0.949945,0.059394,0.448149,0.139566,0.096229,0.445168,0.155498,0.069872,0.379694,0.154901,,,,,,
853,7.108333,0.011745,-0.500302,-0.025496,0.865396,0.074842,0.424245,0.149874,0.000152,0.0588,0.447813,0.139414,0.973917,0.095725,0.445211,0.155097,0.963357,0.070002,0.379712,0.155112,0.948851,0.058787,0.447822,0.139403,0.095758,0.445262,0.155102,0.069966,0.379524,0.154992,,,,,,
854,7.116667,0.011735,-0.498389,-0.019032,0.866665,0.074371,0.424234,0.149638,0.000136,0.058018,0.447551,0.139099,0.973917,0.095038,0.445467,0.154633,0.963357,0.070058,0.379683,0.155182,0.948851,0.058005,0.447568,0.139086,0.095065,0.445507,0.154637,0.070034,0.379516,0.155081,,,,,,
855,7.125,0.01178,-0.496464,-0.01188,0.867896,0.073828,0.424325,0.149381,0.000124,0.057138,0.447361,0.138752,0.977554,0.094249,0.44585,0.154136,0.971809,0.070098,0.379764,0.155254,0.957732,0.057128,0.447379,0.138741,0.09427,0.445886,0.154138,0.07008,0.379609,0.155163,,,,,,
856,7.133333,0.011547,-0.494985,-0.004546,0.868813,0.073294,0.42443,0.149111,0.000136,0.056281,0.447172,0.138362,0.97544,0.093458,0.446245,0.153632,0.968242,0.070144,0.379872,0.155338,0.954013,0.056268,0.447189,0.138349,0.093484,0.446287,0.153635,0.070123,0.379702,0.155238,,,,,,
857,7.141667,0.011396,-0.49293,0.001929,0.869992,0.072809,0.424463,0.148887,0.000147,0.055494,0.446942,0.138067,0.97544,0.092748,0.446532,0.15317,0.968242,0.070185,0.379916,0.155425,0.954013,0.05548,0.446959,0.138054,0.092774,0.446576,0.153172,0.070164,0.37973,0.155318,,,,,,
858,7.15,0.010987,-0.490452,0.007546,0.871366,0.072442,0.424463,0.148685,0.000143,0.054856,0.446709,0.13782,0.974329,0.092195,0.446745,0.152719,0.966851,0.070274,0.379935,0.155517,0.951542,0.054841,0.446726,0.137807,0.092219,0.446788,0.15272,0.070255,0.379753,0.155412,,,,,,
859,7.158333,0.010312,-0.487083,0.012016,0.873212,0.072235,0.424453,0.14854,0.000136,0.054408,0.44651,0.137684,0.974329,0.091857,0.446898,0.152298,0.966851,0.070439,0.37995,0.155638,0.951542,0.0544,0.446527,0.137675,0.091875,0.446943,0.152296,0.070419,0.379769,0.155534,,,,,,
860,7.166667,0.009442,-0.482953,0.015039,0.875466,0.072163,0.424438,0.148445,0.00014,0.054137,0.446366,0.137655,0.974664,0.091719,0.446987,0.151916,0.966934,0.070634,0.379961,0.155764,0.953594,0.05412,0.446381,0.137641,0.091746,0.447032,0.151919,0.070614,0.379787,0.155665,,,,,,
861,7.175,0.008012,-0.477902,0.016786,0.878216,0.072213,0.424408,0.148386,0.000139,0.054028,0.446258,0.137707,0.974664,0.091768,0.447005,0.151535,0.966934,0.070844,0.379961,0.155917,0.953594,0.054014,0.446271,0.137696,0.091794,0.447053,0.151535,0.070822,0.379783,0.155815,,,,,,
862,7.183333,0.006925,-0.473034,0.017708,0.880839,0.072334,0.42438,0.148389,0.000136,0.054019,0.446187,0.137845,0.976117,0.091909,0.446997,0.151255,0.968542,0.071073,0.379955,0.156068,0.953658,0.054007,0.446203,0.137835,0.091932,0.447041,0.151254,0.071055,0.379779,0.155969,,,,,,
863,7.191667,0.005603,-0.467005,0.017697,0.88406,0.072513,0.424404,0.148414,0.000149,0.054084,0.446209,0.138064,0.976117,0.092154,0.447003,0.150955,0.968542,0.0713,0.380001,0.156224,0.953658,0.054071,0.446222,0.138054,0.092179,0.447055,0.150953,0.071276,0.379805,0.156113,,,,,,
864,7.2,0.004679,-0.461432,0.017606,0.886988,0.072679,0.424516,0.148443,0.000147,0.054144,0.446322,0.138287,0.974555,0.092374,0.447097,0.150697,0.966615,0.071517,0.380128,0.156347,0.948337,0.054135,0.44634,0.138277,0.092393,0.447146,0.150693,0.071497,0.379929,0.156238,,,,,,
865,7.208333,0.003776,-0.455641,0.017542,0.889983,0.072822,0.424662,0.148471,0.00016,0.054179,0.446469,0.138518,0.974555,0.092568,0.447228,0.150428,0.966615,0.07172,0.38029,0.156468,0.948337,0.05417,0.446489,0.138507,0.092588,0.447281,0.150422,0.071699,0.380074,0.156351,,,,,,
866,7.216667,0.003127,-0.449772,0.017384,0.892969,0.072925,0.42471,0.148509,0.000151,0.054173,0.446522,0.138774,0.973043,0.092716,0.447259,0.150177,0.965596,0.071887,0.380348,0.156574,0.948196,0.05416,0.446541,0.138762,0.09274,0.447307,0.150174,0.071868,0.380151,0.156468,,,,,,
867,7.225,0.00284,-0.443702,0.017074,0.896007,0.072987,0.424619,0.148572,0.000155,0.054124,0.446443,0.139083,0.973043,0.092819,0.447152,0.149962,0.965596,0.07202,0.380262,0.156673,0.948196,0.054107,0.446465,0.139069,0.092843,0.447197,0.14996,0.072005,0.380061,0.156566,,,,,,
868,7.233333,0.002712,-0.437654,0.016606,0.898986,0.073043,0.42442,0.148667,0.000148,0.054076,0.446263,0.139431,0.97522,0.092914,0.446932,0.149788,0.965478,0.07214,0.380064,0.156781,0.948143,0.054068,0.446274,0.139424,0.092936,0.446987,0.149782,0.072113,0.379863,0.15667,,,,,,
869,7.241667,0.002652,-0.431313,0.01567,0.902062,0.073132,0.424278,0.148773,0.000165,0.054075,0.44616,0.139816,0.97522,0.093057,0.446755,0.149625,0.965478,0.072262,0.37992,0.156879,0.948143,0.054067,0.446163,0.139811,0.093085,0.446826,0.149617,0.072221,0.379699,0.156752,,,,,,
870,7.25,0.00312,-0.424008,0.013611,0.905551,0.073298,0.424312,0.148959,0.000168,0.054173,0.446279,0.140364,0.971715,0.09331,0.446719,0.14954,0.961003,0.072409,0.379937,0.156974,0.941209,0.054163,0.446291,0.140356,0.093335,0.44678,0.149533,0.072379,0.37971,0.156848,,,,,,
871,7.258333,0.003533,-0.416698,0.010489,0.908978,0.07358,0.424475,0.149184,0.000155,0.054438,0.446572,0.140968,0.97325,0.09372,0.446773,0.149511,0.963515,0.072583,0.380081,0.157072,0.946732,0.054425,0.446582,0.140959,0.093748,0.44683,0.149504,0.072555,0.379877,0.15696,,,,,,
872,7.266667,0.003948,-0.408242,0.006184,0.912844,0.073976,0.424626,0.149449,0.000161,0.054851,0.446899,0.141682,0.97325,0.094286,0.446772,0.149491,0.963515,0.072791,0.380208,0.157174,0.946732,0.054844,0.446909,0.141675,0.094312,0.446835,0.149483,0.072758,0.379991,0.157054,,,,,,
873,7.275,0.004629,-0.399323,0.000904,0.916798,0.074448,0.424601,0.149763,0.00017,0.055378,0.447088,0.142491,0.968926,0.094956,0.446562,0.149526,0.961083,0.073009,0.380153,0.157274,0.942469,0.05536,0.447105,0.14248,0.094988,0.446615,0.14952,0.072985,0.379935,0.157156,,,,,,
874,7.283333,0.005246,-0.38981,-0.005116,0.920866,0.075017,0.424436,0.150109,0.000175,0.056038,0.447163,0.143364,0.968926,0.095745,0.446184,0.149572,0.961083,0.073266,0.379961,0.157391,0.942469,0.056033,0.44718,0.143357,0.095769,0.446244,0.149562,0.073235,0.379722,0.15726,,,,,,
875,7.291667,0.005878,-0.380136,-0.011831,0.924836,0.07565,0.42426,0.150463,0.000186,0.056804,0.447251,0.144262,0.968343,0.096618,0.445767,0.149628,0.958228,0.073527,0.379762,0.157498,0.933657,0.056798,0.447267,0.144256,0.096643,0.445833,0.149618,0.073491,0.379508,0.157358,,,,,,
876,7.3,0.006402,-0.369997,-0.018394,0.928829,0.076335,0.424209,0.150821,0.000189,0.057627,0.447452,0.145173,0.968343,0.097528,0.445479,0.149657,0.958228,0.073851,0.379694,0.157633,0.933657,0.057624,0.447475,0.145166,0.09755,0.445542,0.149647,0.073819,0.379434,0.15749,,,,,,
877,7.308333,0.00709,-0.36067,-0.024454,0.932346,0.076971,0.424305,0.151134,0.000192,0.0584,0.447778,0.146,0.966819,0.09836,0.445361,0.149674,0.958768,0.074154,0.379778,0.157729,0.930276,0.058399,0.447801,0.145993,0.098381,0.445425,0.149661,0.074119,0.379513,0.157584,,,,,,
878,7.316667,0.007887,-0.351698,-0.0295,0.935615,0.077513,0.424427,0.151421,0.000173,0.05905,0.448084,0.146771,0.966819,0.09905,0.445307,0.149666,0.958768,0.074439,0.379889,0.157827,0.930276,0.059057,0.448105,0.146766,0.099063,0.445366,0.149654,0.074406,0.379642,0.157691,,,,,,
